episode,rewards,actor_loss,critic_loss
744,136.00,-0.0013,0.1404
745,127.00,-0.0052,0.1342
746,135.00,-0.0232,0.1312
747,124.00,-0.0021,0.1222
748,126.00,-0.0188,0.1182
749,124.00,-0.0057,0.1251
750,114.00,-0.1303,0.1089
751,109.00,-0.0116,0.1068
752,12.00,-0.3334,0.5804
753,11.00,-0.3209,0.4793
754,123.00,-0.0092,0.0706
755,115.00,-0.0005,0.0730
756,123.00,-0.0075,0.0783
757,115.00,-0.0078,0.0849
758,119.00,-0.0129,0.0874
759,124.00,-0.0559,0.0857
760,109.00,-0.0125,0.0908
761,123.00,-0.0502,0.0912
762,109.00,-0.2455,0.0853
763,130.00,-0.0059,0.0897
764,128.00,-0.2368,0.0990
765,129.00,-0.1976,0.1056
766,123.00,-0.0631,0.0986
767,120.00,-0.0294,0.0999
768,117.00,-0.2036,0.1007
769,133.00,-0.0971,0.0938
770,131.00,-0.0012,0.0997
771,131.00,-0.1048,0.0959
772,146.00,-0.0529,0.1083
773,137.00,-0.1472,0.1122
774,133.00,-0.0059,0.1139
775,137.00,-0.0013,0.1109
776,134.00,-0.0272,0.1088
777,121.00,-0.0020,0.1008
778,117.00,-0.0763,0.1004
779,116.00,-0.3570,0.0906
780,143.00,-0.0240,0.1037
781,130.00,-0.0209,0.1050
782,129.00,-0.0138,0.1006
783,115.00,-0.3406,0.0940
784,138.00,-0.0150,0.1043
785,121.00,-0.1856,0.1009
786,126.00,-0.0186,0.0981
787,123.00,-0.1140,0.0953
788,115.00,-0.0066,0.0895
789,127.00,-0.0489,0.0926
790,115.00,-0.0022,0.0878
791,122.00,-0.1266,0.0834
792,117.00,-0.0096,0.0823
793,110.00,-0.0271,0.0752
794,108.00,-0.4274,0.0685
795,117.00,-0.0042,0.0680
796,112.00,-0.0160,0.0696
797,118.00,-0.0067,0.0719
798,110.00,-0.0124,0.0729
799,113.00,-0.1160,0.0643
800,121.00,-0.0083,0.0653
801,97.00,-0.0283,0.0634
802,105.00,-0.0104,0.0603
803,108.00,-0.0437,0.0571
804,103.00,-0.1387,0.0558
805,106.00,-0.0238,0.0610
806,108.00,-0.0014,0.0573
807,108.00,-0.2186,0.0561
808,100.00,-0.0002,0.0471
809,108.00,-0.2121,0.0487
810,104.00,-0.0053,0.0463
811,117.00,-0.0268,0.0508
812,99.00,-0.0021,0.0526
813,99.00,-0.0060,0.0487
814,102.00,-0.0006,0.0498
815,105.00,-0.0099,0.0483
816,109.00,-0.0140,0.0465
